Product type,SKU,Production Date,Shipping Date,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Shortage Risk,Actual Shipping Time,Delay
cosmetics,SKU2098,2024-06-27,2024-07-26,2.080566664294388,0.8179204540229607,90,9134.372231649406,Unknown,85,26,88,6,Carrier B,1.0173956660170231,Supplier 1,Mumbai,942,6,33.018852445184066,Pass,3.7517116812357214,Sea,Route C,411.7199217157852,True,29,3
skincare,SKU2099,2023-10-11,2023-11-07,39.21801095050094,0.947442799580436,20,5889.396417358555,Unknown,84,28,5,4,Carrier A,5.305520034677359,Supplier 2,Kolkata,841,21,80.53168849569118,Fail,1.813467950781864,Air,Route B,681.3425210349291,False,27,-1
haircare,SKU2100,2024-03-29,2024-04-08,62.41692784023706,0.9975905057761988,27,2848.102693166851,Male,55,7,43,3,Carrier A,8.805587630090443,Supplier 4,Chennai,627,26,27.295743563849285,Fail,0.2646952013894101,Road,Route B,273.1006367560275,False,10,3
haircare,SKU2101,2024-06-22,2024-06-21,45.97984745580518,1.0,21,3855.482665222052,Unknown,38,2,10,7,Carrier B,4.059056664920887,Supplier 1,Kolkata,767,28,27.03627748744833,Pass,2.364673804897043,Rail,Route C,758.186618561159,False,-1,-3
skincare,SKU2102,2024-07-22,2024-08-12,50.34685459707351,0.9328443889794538,21,6353.893613145689,Non-binary,19,20,31,3,Carrier C,4.315545348897688,Supplier 4,Kolkata,361,29,39.85311129852363,Pass,3.7138521057698393,Rail,Route C,845.0258885560487,True,21,1
skincare,SKU2103,2024-06-06,2024-07-02,83.85092008384613,0.9014177807323148,99,7073.36081146586,Non-binary,87,25,48,3,Carrier B,6.113492093813741,Supplier 1,Bangalore,893,20,10.513072139575426,Pending,2.854075313460432,Road,Route C,812.3916131728508,True,26,1
skincare,SKU2104,2025-02-06,2025-02-18,62.12232315674934,0.8704441906755661,93,6317.023898626761,Male,31,17,71,2,Carrier B,4.437642789180176,Supplier 2,Mumbai,740,25,86.95407760121104,Pending,2.834168932327815,Sea,Route B,515.7926469928168,True,12,-5
cosmetics,SKU2105,2023-03-20,2023-03-27,35.66239636017115,0.8599941039105279,86,4449.667134725654,Non-binary,56,3,89,2,Carrier A,9.704972373947207,Supplier 1,Bangalore,156,1,45.92919584465102,Fail,1.9462168900786123,Air,Route B,397.4230398359812,True,7,4
cosmetics,SKU2106,2024-12-24,2025-01-03,92.96656265449826,0.8412739055891008,54,7410.592628627027,Male,26,13,92,7,Carrier A,1.823290439189766,Supplier 4,Kolkata,200,6,29.5556690761362,Pass,1.4667064296354702,Sea,Route B,857.1762423441835,True,10,-3
haircare,SKU2107,2024-12-12,2025-01-07,79.4351148506766,0.8320294895692619,43,7200.005814022644,Female,26,29,33,8,Carrier B,1.543610689070147,Supplier 2,Delhi,319,25,68.93357076925989,Pass,2.6129303150604484,Air,Route C,701.9746918799489,True,26,-3
cosmetics,SKU2108,2025-01-20,2025-02-11,2.464690260119677,0.9459738248065778,51,5839.854898412295,Male,37,20,51,9,Carrier C,4.019656060914485,Supplier 4,Kolkata,485,27,23.45365174481181,Fail,3.380398933364793,Sea,Route B,778.5860831661191,True,22,2
cosmetics,SKU2109,2023-12-15,2023-12-28,70.66414034769143,0.8352166678338191,42,6853.4229403485015,Male,90,13,48,5,Carrier C,6.4920219332351135,Supplier 3,Chennai,739,21,55.418803853899895,Pass,1.90798685445866,Rail,Route B,828.1872736134599,False,13,0
haircare,SKU2110,2024-05-13,2024-05-22,6.08549851336426,0.8317826414952239,99,7278.938723539846,Unknown,86,8,82,2,Carrier A,1.867464916535152,Supplier 3,Kolkata,262,7,54.365349340093935,Fail,1.1422945552181252,Rail,Route A,219.59904683501568,True,9,1
skincare,SKU2111,2023-03-09,2023-03-30,28.63007895024476,0.7950463960301545,29,8264.5168323357,Female,88,25,93,6,Carrier C,3.5915032087721843,Supplier 2,Kolkata,167,23,15.55983870948312,Fail,4.762460754975112,Rail,Route A,844.2239847680962,False,21,-4
haircare,SKU2112,2024-07-20,2024-08-06,80.76500463262883,0.851740225029461,24,5418.3784084318295,Non-binary,23,15,22,4,Carrier B,3.8813381517531367,Supplier 4,Mumbai,748,14,78.70046227379024,Fail,3.319865120204676,Sea,Route B,754.0015919877308,True,17,2
cosmetics,SKU2113,2023-11-12,2023-12-08,94.07943692352484,0.9343904848703616,45,2497.10285906688,Male,15,28,30,4,Carrier A,2.564118110350324,Supplier 4,Mumbai,480,15,97.01756920792812,Pass,3.896436204481144,Rail,Route B,788.745416280853,True,26,-2
cosmetics,SKU2114,2024-01-30,2024-01-30,89.58678769644372,0.8952587998409026,64,7865.230400968186,Non-binary,71,2,2,4,Carrier A,5.429041312491233,Supplier 1,Delhi,489,9,65.49929751815985,Pending,2.0547903786442183,Air,Route B,380.5412996036917,False,0,-2
skincare,SKU2115,2023-11-30,2023-12-31,87.73041924915479,0.9331626952581208,25,2693.290846496,Female,77,26,85,4,Carrier C,9.882335046842712,Supplier 5,Kolkata,184,29,75.38575312651916,Pass,3.946896372377239,Air,Route C,268.4100727445316,False,31,5
skincare,SKU2116,2023-04-03,2023-04-30,29.232139467591768,0.8206813706894895,96,7332.554198318689,Male,25,27,71,1,Carrier C,9.852710217793195,Supplier 3,Mumbai,650,3,52.98108015491676,Pending,1.7675061195017006,Air,Route B,553.0485738705715,True,27,0
haircare,SKU2117,2023-05-31,2023-06-19,24.987488839493,0.8802251837886561,40,6680.0637168451485,Unknown,21,25,86,7,Carrier C,7.491646293317098,Supplier 2,Kolkata,328,27,47.76225711896808,Pending,1.312124037446548,Sea,Route B,207.7003297310532,True,19,-6
haircare,SKU2118,2024-02-01,2024-02-19,56.415717847802405,0.9045557218954092,53,8348.803937070286,Unknown,47,14,56,8,Carrier C,4.765350814175197,Supplier 3,Delhi,454,25,15.56612246592408,Pass,3.64785664878153,Air,Route A,922.3767949666328,True,18,4
haircare,SKU2119,2023-11-18,2023-11-28,52.16556894293271,0.959827385136546,95,1121.3730883527037,Female,61,15,69,8,Carrier A,9.680337047082872,Supplier 4,Bangalore,782,26,22.05426930731865,Pass,4.679683330687647,Rail,Route C,246.3729215822625,True,10,-5
haircare,SKU2120,2025-02-01,2025-02-11,60.74531706706305,0.8813148128639002,46,1270.6494760621647,Female,86,15,60,2,Carrier C,9.521311904652642,Supplier 5,Mumbai,938,7,18.82030130234724,Fail,3.59676116726509,Rail,Route A,827.4826464585133,False,10,-5
haircare,SKU2121,2023-04-03,2023-04-19,71.25614956337563,0.8297760335367128,95,2942.065908503412,Male,53,13,20,6,Carrier A,6.193027236795575,Supplier 3,Mumbai,339,13,14.068150956884631,Pending,3.580753152624083,Sea,Route C,992.372374977124,True,16,3
skincare,SKU2122,2023-06-10,2023-06-27,33.49572662924278,0.923186772462224,96,8995.992571330953,Female,55,12,42,6,Carrier A,1.1915290319225171,Supplier 3,Mumbai,163,29,97.16514721128286,Pass,3.3780897918710195,Road,Route B,914.4652726276016,True,17,5
skincare,SKU2123,2023-07-02,2023-07-05,39.67958320858392,0.9070732613660266,97,5726.762840221732,Non-binary,99,6,36,7,Carrier C,1.4157933818099644,Supplier 4,Bangalore,267,3,53.29963407686598,Pass,4.314155182527816,Road,Route A,956.4445723364892,False,3,-3
haircare,SKU2124,2024-09-22,2024-10-07,91.95528210798376,0.9171442610836524,70,4971.077239101012,Female,85,14,86,6,Carrier C,9.100929429215205,Supplier 5,Mumbai,256,5,15.930889924348412,Fail,0.5685793656116189,Rail,Route B,642.4792139222451,False,15,1
cosmetics,SKU2125,2023-07-23,2023-07-22,38.27055465230802,0.9580941838272552,35,1379.0091279591495,Unknown,75,3,61,2,Carrier A,5.148715618497209,Supplier 5,Bangalore,850,7,52.71570038301561,Pass,2.598950298042213,Sea,Route B,460.891924464722,False,-1,-4
haircare,SKU2126,2024-03-26,2024-04-21,57.7130620655196,0.8844369718734705,86,6728.483059221475,Unknown,44,27,57,4,Carrier B,5.595502351595623,Supplier 2,Bangalore,674,4,3.9285708021588857,Fail,3.105333165986246,Road,Route A,731.9352563323251,True,26,-1
skincare,SKU2127,2023-04-16,2023-04-17,30.46039847242105,0.8887401689918404,92,7788.8994366454735,Unknown,99,6,86,3,Carrier B,2.2881732725216146,Supplier 2,Delhi,128,19,74.74621899478794,Pass,4.770674731896826,Road,Route C,562.4242079186615,False,1,-5
skincare,SKU2128,2024-02-01,2024-02-01,96.8474110376638,0.9329176854452466,90,4814.481657864249,Unknown,53,4,30,7,Carrier B,8.836460265794475,Supplier 5,Mumbai,732,12,11.44930004784406,Fail,0.924868582972546,Road,Route B,812.122980896338,True,0,-4
haircare,SKU2129,2024-03-26,2024-04-07,56.07783728908338,0.9173179802844772,73,3698.8658236040624,Male,30,14,19,6,Carrier B,7.71349954488981,Supplier 5,Chennai,306,20,93.26000773183269,Pass,0.7690733003252851,Air,Route B,951.0607493887152,True,12,-2
haircare,SKU2130,2024-10-31,2024-11-18,33.81081481259928,0.943429827148158,94,3483.5332323449934,Female,67,14,36,3,Carrier B,4.971167903356946,Supplier 5,Bangalore,375,16,71.90527688842944,Pass,0.6750911675750918,Sea,Route A,247.073243703146,True,18,4
haircare,SKU2131,2023-12-06,2024-01-01,68.14808272637988,0.8461233789952953,71,8336.278973784829,Male,49,21,2,3,Carrier B,8.613724395557774,Supplier 3,Chennai,876,14,69.68705550304269,Pass,2.826102069219633,Rail,Route B,725.6329720653719,True,26,5
cosmetics,SKU2132,2024-10-03,2024-10-14,66.7711458500327,0.9337140891560046,63,2667.7848088869696,Unknown,72,13,72,8,Carrier C,1.0429669022119994,Supplier 5,Chennai,664,8,30.91640509684828,Pass,4.666580105610039,Air,Route A,364.0164399950419,False,11,-2
skincare,SKU2133,2024-03-21,2024-04-11,91.24479309263177,0.9520422343861537,97,3724.877233036442,Non-binary,58,25,10,3,Carrier B,4.230504047324203,Supplier 1,Delhi,339,8,52.94378006704093,Pending,3.647582785656726,Rail,Route A,722.5121524203025,True,21,-4
haircare,SKU2134,2024-03-11,2024-03-29,96.249523429582,0.8876252343764087,32,8675.68460654459,Female,46,17,23,6,Carrier A,1.5076853974136748,Supplier 1,Chennai,949,16,21.05051972209939,Fail,4.46727247178342,Road,Route A,959.1334941056116,False,18,1
haircare,SKU2135,2023-06-24,2023-07-23,17.26845127274793,0.8550885478578865,32,7268.528746210873,Female,96,27,90,6,Carrier B,2.3963583510543573,Supplier 2,Kolkata,831,20,48.94262863078321,Pending,4.864788930004343,Air,Route A,957.304168217613,False,29,2
skincare,SKU2136,2023-08-31,2023-08-28,97.09136789678152,0.9024331393603674,59,6292.259740076659,Female,42,3,86,8,Carrier B,4.440751325704561,Supplier 2,Delhi,467,20,7.7652144699664944,Fail,2.160096783794164,Sea,Route A,824.095321487848,True,-3,-6
skincare,SKU2137,2023-03-27,2023-03-28,66.0791095751881,0.8607710178073346,99,1685.5987385311992,Non-binary,62,5,8,2,Carrier C,8.068299057388137,Supplier 1,Chennai,675,13,75.55300466962748,Fail,1.3609083440526093,Road,Route B,294.31758257839067,True,1,-4
haircare,SKU2138,2024-08-01,2024-08-15,77.90622582272661,0.8865982431089002,91,2520.183643848385,Female,99,12,56,2,Carrier C,7.3191686938654845,Supplier 3,Bangalore,539,5,67.04339706055522,Pending,2.125418328237053,Road,Route C,461.3110973084338,False,14,2
haircare,SKU2139,2023-06-03,2023-06-04,96.77537123789536,0.8932124667601874,62,7782.042963941485,Female,41,7,75,3,Carrier C,3.4964009058708125,Supplier 2,Mumbai,838,16,66.78343908164767,Pass,4.135064517350091,Rail,Route C,777.54785120387,True,1,-6
skincare,SKU2140,2023-07-24,2023-08-16,4.308445594525865,0.9064560922135172,62,7835.4891185928755,Male,31,26,84,6,Carrier A,5.421877228259879,Supplier 5,Kolkata,806,26,39.13240081992778,Pending,4.125408304006519,Rail,Route B,557.7344851001308,True,23,-3
haircare,SKU2141,2024-02-23,2024-03-13,60.27869018697698,0.8814839971052121,81,1753.6214553214668,Male,51,19,2,8,Carrier B,6.74418243229796,Supplier 3,Bangalore,212,24,51.53781567256376,Pending,2.5246682100884965,Air,Route A,283.9585320524681,True,19,0
cosmetics,SKU2142,2025-01-18,2025-01-31,87.37220537958453,0.9924439438994028,23,9707.470028985674,Non-binary,78,13,22,4,Carrier C,2.873982094023796,Supplier 5,Mumbai,508,15,92.5699732130823,Fail,2.1345487549058144,Rail,Route B,902.3550240835228,False,13,0
skincare,SKU2143,2023-03-11,2023-03-13,88.68385093096917,0.8586564944545085,41,2929.4869100256124,Male,70,7,65,9,Carrier C,4.560592086386091,Supplier 4,Kolkata,514,20,6.341740446446935,Pass,3.035732266460572,Sea,Route B,642.9426514515322,False,2,-5
haircare,SKU2144,2023-06-03,2023-06-01,28.74537994060158,0.8765498939620824,68,9023.47788230387,Non-binary,89,1,64,3,Carrier A,4.60522053624315,Supplier 2,Delhi,954,27,54.13799958378371,Pending,3.9929141304114233,Rail,Route A,977.8521453881272,False,-2,-3
haircare,SKU2145,2024-10-20,2024-11-03,75.66884602585102,0.9025893243381824,22,9771.345878210364,Unknown,49,18,9,9,Carrier B,4.520736762437707,Supplier 3,Bangalore,312,2,70.98766662819148,Fail,0.8794605442406562,Rail,Route A,160.88660737709472,False,14,-4
haircare,SKU2146,2024-07-21,2024-08-15,11.25969963298508,0.958981777460969,41,7570.413998841258,Non-binary,95,26,11,7,Carrier C,5.457382820923519,Supplier 5,Kolkata,853,13,42.13507271853412,Fail,1.3350982701652137,Road,Route B,646.4872374717177,False,25,-1
skincare,SKU2147,2024-02-29,2024-03-03,90.3974246447032,0.8199460993669838,24,6993.911411383344,Female,12,3,30,3,Carrier C,5.385504586536736,Supplier 2,Bangalore,310,9,67.1372328775036,Pass,3.166382359308652,Road,Route A,161.33074689230568,True,3,0
cosmetics,SKU2148,2023-07-13,2023-08-03,73.3844919910285,0.7816981249846756,59,6301.081617530629,Unknown,22,18,7,2,Carrier B,6.554466638099496,Supplier 1,Kolkata,292,13,98.74577183963046,Pass,3.170472596378401,Road,Route C,277.3056194862055,True,21,3
cosmetics,SKU2149,2024-12-03,2024-12-19,92.54215515891158,0.8732392880353088,65,9538.653058615,Female,81,12,84,1,Carrier B,1.289337641970183,Supplier 1,Bangalore,593,2,48.09559384366284,Fail,3.8165858144747418,Air,Route B,747.7860536025134,False,16,4
skincare,SKU2150,2025-01-07,2025-02-01,78.27740594068582,0.8397998635156325,44,6937.735126233208,Unknown,53,25,92,9,Carrier A,2.627584020996364,Supplier 4,Mumbai,240,25,93.18210452895268,Pass,0.876635644545991,Air,Route C,187.3381652545229,False,25,0
haircare,SKU2151,2024-04-08,2024-04-15,91.85640907570468,0.9521537578118588,78,4739.122947614769,Non-binary,15,7,19,7,Carrier B,6.112032125875964,Supplier 5,Bangalore,682,14,55.16571131897573,Pending,1.9468637124297523,Road,Route B,303.46750236684284,True,7,0
cosmetics,SKU2152,2024-07-05,2024-07-08,31.49556394340434,0.862586058680912,34,4172.930023853776,Unknown,87,2,65,6,Carrier C,4.4363011339295735,Supplier 1,Mumbai,238,18,26.25850929608189,Pass,2.589068741192796,Air,Route B,129.82707717869093,False,3,1
skincare,SKU2153,2024-11-03,2024-11-12,86.03139370260716,0.8763663851714315,58,5630.573471635369,Female,58,4,52,7,Carrier B,5.2429397731291605,Supplier 4,Bangalore,427,12,44.59234265349404,Pending,0.7326690851395665,Air,Route A,123.58200735083231,False,9,5
skincare,SKU2154,2024-02-27,2024-03-18,13.377058353593386,0.9021020456610666,81,3463.185522206779,Female,30,23,38,1,Carrier A,1.1326766642689834,Supplier 3,Chennai,114,5,37.80661902454428,Pending,4.027661111609548,Rail,Route B,650.5926716970499,True,20,-3
haircare,SKU2155,2023-09-06,2023-09-20,96.3803616630778,0.8941439523379745,60,9375.165677485362,Unknown,22,17,86,4,Carrier A,2.000904572924496,Supplier 2,Chennai,596,2,17.24263588030748,Pass,3.5540239334093235,Rail,Route C,740.1268573944155,True,14,-3
haircare,SKU2156,2024-05-05,2024-05-28,97.67664725057983,1.0,39,5084.2401637593175,Male,92,25,28,5,Carrier B,3.291677416272788,Supplier 1,Delhi,285,4,92.99336244578178,Pass,0.8404888935278615,Sea,Route C,268.0386123728728,False,23,-2
haircare,SKU2157,2024-01-24,2024-01-30,46.32530293222749,0.9335804996651128,88,5613.484747271535,Female,55,9,71,3,Carrier C,4.167954909980271,Supplier 4,Mumbai,138,24,14.340034081344388,Pass,1.0984601950392885,Rail,Route C,647.5928359317943,True,6,-3
haircare,SKU2158,2023-08-03,2023-08-26,82.95344550219019,0.8278122473345009,62,5745.1723036603735,Non-binary,30,22,87,9,Carrier B,7.109006195561677,Supplier 4,Kolkata,522,10,7.887877771657326,Fail,3.323996638407153,Sea,Route C,392.60977184817176,True,23,1
cosmetics,SKU2159,2024-12-12,2024-12-21,48.49545000029237,0.8982707872821689,87,3029.15574963985,Male,58,11,23,5,Carrier B,4.692897607439056,Supplier 3,Delhi,538,2,11.502500315874071,Fail,3.3203909781629863,Road,Route A,778.4043662693002,True,9,-2
skincare,SKU2160,2023-03-12,2023-03-21,65.79260750043242,0.8679979069650257,43,8049.08472275061,Unknown,66,12,60,8,Carrier A,1.82516267596997,Supplier 4,Kolkata,763,14,94.44123432734484,Fail,4.640012154723636,Air,Route A,252.48094799311392,False,9,-3
skincare,SKU2161,2023-06-06,2023-06-10,10.478885142511816,0.9817199116662172,46,8555.536841555937,Unknown,19,9,12,6,Carrier C,4.44673773803182,Supplier 4,Bangalore,203,15,24.713757489031703,Pending,1.6137100812395924,Rail,Route C,539.6353747048757,True,4,-5
haircare,SKU2162,2025-01-19,2025-01-31,22.610469836150028,0.9333507534722764,75,5958.388336334156,Unknown,50,8,29,2,Carrier B,1.1025314268899855,Supplier 5,Mumbai,298,2,54.69273955558076,Pending,3.965700686368434,Air,Route A,595.4068928779354,True,12,4
skincare,SKU2163,2025-01-27,2025-02-22,30.790496617504115,0.8801836608076335,65,1334.5023857068263,Non-binary,56,26,25,7,Carrier B,2.859151423543318,Supplier 3,Delhi,123,21,90.57866849623149,Pending,3.283807369604559,Rail,Route A,507.26653024100415,True,26,0
cosmetics,SKU2164,2024-07-02,2024-07-28,25.76102950676557,0.932985798852857,79,6341.033340764701,Female,44,24,27,6,Carrier B,6.417836665496747,Supplier 5,Kolkata,513,28,37.62489354484551,Pending,4.853060511988275,Road,Route B,705.0688065801205,True,26,2
cosmetics,SKU2165,2023-11-27,2023-12-24,58.8511728201686,0.9088541945893404,82,3467.322140209702,Unknown,46,23,1,3,Carrier C,5.107305284180514,Supplier 1,Bangalore,597,3,37.1295758886719,Fail,2.590265798247007,Sea,Route B,219.5292245904258,True,27,4
skincare,SKU2166,2024-05-12,2024-05-28,82.03234970349021,0.917387897068053,20,7221.70449469922,Non-binary,82,12,55,9,Carrier A,3.843295756945042,Supplier 5,Delhi,556,28,34.71233244429373,Fail,1.5390134057379443,Road,Route A,432.23211015547696,False,16,4
skincare,SKU2167,2024-08-21,2024-09-19,39.55941818070272,0.8689785690031185,31,3139.290233225456,Male,92,26,87,1,Carrier B,3.286369301879008,Supplier 3,Bangalore,104,18,64.54283018454703,Pending,0.3057423886435348,Rail,Route C,243.1864006939543,False,29,3
skincare,SKU2168,2023-05-31,2023-05-31,84.95183830275073,1.0,52,9560.039070753504,Unknown,72,5,93,8,Carrier C,6.121921808225669,Supplier 1,Delhi,828,4,55.47275256132903,Pass,1.4783868798742967,Road,Route C,535.133588007322,False,0,-5
haircare,SKU2169,2024-04-18,2024-05-07,14.391017154517035,0.8107809723720864,87,7026.755809388871,Unknown,85,25,19,5,Carrier A,8.339751435673797,Supplier 1,Kolkata,403,24,6.250031779750615,Pending,2.816683219584405,Road,Route B,453.586830816042,True,19,-6
cosmetics,SKU2170,2024-01-15,2024-01-22,41.17978799384309,0.8535579961300219,26,3901.4273391348975,Female,24,5,94,9,Carrier B,5.904849265396319,Supplier 4,Delhi,129,26,69.98995723796308,Pass,2.318756292801581,Road,Route B,322.0059593071534,True,7,2
skincare,SKU2171,2024-01-14,2024-01-31,34.857105306077905,0.9211767695881928,40,5560.497148191744,Unknown,33,22,46,4,Carrier C,7.486854372743341,Supplier 3,Delhi,866,3,87.19462172021538,Fail,0.3515583754074357,Rail,Route C,699.983397648542,True,17,-5
haircare,SKU2172,2024-02-25,2024-03-07,21.818627280715333,0.8872779168066296,89,6287.742274819083,Unknown,83,8,42,9,Carrier A,3.756036141061485,Supplier 4,Chennai,301,9,8.262813758810681,Pass,2.479445938250644,Air,Route B,512.9509887791878,True,11,3
cosmetics,SKU2173,2024-12-11,2024-12-30,47.25263392101253,0.8983742108336233,49,3950.980039945335,Female,61,16,18,9,Carrier A,6.746043431319051,Supplier 3,Bangalore,498,15,44.610999507648216,Pending,4.577013392983364,Road,Route C,328.60031072819504,False,19,3
haircare,SKU2174,2023-11-12,2023-11-11,41.53839391160705,0.8349984448565351,76,9544.551512269722,Unknown,12,5,83,5,Carrier A,1.5399665648677678,Supplier 2,Kolkata,707,20,25.25806550818934,Pending,0.8998614881160639,Air,Route B,845.4759065150241,True,-1,-6
haircare,SKU2175,2025-01-27,2025-02-07,3.3219862818748065,0.7874938360167395,96,9698.20419105256,Female,29,6,3,1,Carrier C,9.427876309726898,Supplier 5,Chennai,715,11,68.43880343271283,Pass,3.529161696287029,Rail,Route C,840.4162631931327,True,11,5
haircare,SKU2176,2024-04-24,2024-05-03,81.79131390382015,0.8662648067158174,37,1241.9373000863154,Male,10,11,73,5,Carrier A,9.417557241219043,Supplier 4,Bangalore,913,10,49.21580114980527,Fail,4.5756263890041735,Air,Route A,592.7603399845823,True,9,-2
cosmetics,SKU2177,2024-10-31,2024-11-28,3.0620638249420686,0.8811601369405959,61,8176.436089584293,Male,40,23,92,4,Carrier A,4.976153952312544,Supplier 5,Bangalore,519,9,2.6349486122352457,Pending,3.6218773399877,Road,Route C,356.712273745621,True,28,5
haircare,SKU2178,2024-01-25,2024-02-13,8.81241985904845,0.9501468964186623,29,8325.26473768052,Non-binary,43,24,45,5,Carrier B,5.919766371438786,Supplier 5,Delhi,532,18,15.691774872819192,Pass,4.884040007247368,Air,Route B,444.7018465972582,False,19,-5
skincare,SKU2179,2024-09-12,2024-09-21,60.63117991419944,0.9205288754572244,21,2646.306575441404,Female,73,12,36,7,Carrier B,1.9818064828615,Supplier 4,Mumbai,779,17,4.051691287139716,Fail,3.943780022462939,Road,Route A,702.7946199632761,False,9,-3
skincare,SKU2180,2023-03-16,2023-03-30,41.96345094045459,0.8968354035571263,40,3752.643119927425,Non-binary,71,20,47,6,Carrier B,6.0578285168440775,Supplier 4,Delhi,600,1,38.76649283935048,Fail,1.2736182913000689,Air,Route C,212.61757788114167,False,14,-6
haircare,SKU2181,2023-07-05,2023-07-08,87.54094513802679,1.0,51,1929.5628382186017,Female,61,6,10,6,Carrier A,6.781186235134772,Supplier 3,Kolkata,750,11,54.479772953064696,Pending,0.3395085660339362,Road,Route C,747.0652832749125,False,3,-3
cosmetics,SKU2182,2023-06-14,2023-06-15,74.89444787641517,0.8270491017843764,92,5993.123863191634,Male,31,6,57,5,Carrier B,4.6042406895799655,Supplier 3,Kolkata,187,1,77.4968989055067,Fail,0.649320000146461,Air,Route B,671.7991266414858,True,1,-5
haircare,SKU2183,2024-12-04,2024-12-19,47.65424471083016,0.9013364183635636,24,9617.262102788103,Male,16,14,58,6,Carrier C,3.580427493687176,Supplier 5,Kolkata,527,24,29.566300222737027,Fail,2.818517053198729,Rail,Route C,947.4423872722738,True,15,1
cosmetics,SKU2184,2024-05-08,2024-05-11,48.71062594605342,0.9427920484315764,72,7275.315764447349,Non-binary,24,2,48,7,Carrier B,1.0253480259347394,Supplier 4,Bangalore,697,11,65.92161100350754,Fail,1.3951519617401194,Sea,Route C,883.9168414210301,True,3,1
skincare,SKU2185,2024-07-30,2024-08-11,43.363830230034544,0.8693870369512534,83,1796.7290872551434,Male,22,18,1,3,Carrier B,3.661406990023937,Supplier 5,Bangalore,173,28,98.50603281377244,Pass,1.065372432509832,Rail,Route A,572.8530197492306,True,12,-6
skincare,SKU2186,2024-10-25,2024-11-07,6.675984400224436,0.95740912794617,96,7169.814658896505,Female,47,19,40,7,Carrier C,1.1277720568955454,Supplier 4,Kolkata,549,8,92.75051032912364,Pending,4.222885798854869,Rail,Route A,521.1446024794911,True,13,-6
cosmetics,SKU2187,2023-06-20,2023-06-24,17.281111085053695,0.8773770244248644,66,6544.326321899756,Unknown,30,4,34,9,Carrier B,5.863959900535352,Supplier 2,Mumbai,548,21,36.38641632282282,Pass,1.9954690748258908,Rail,Route A,372.71172322606304,True,4,0
skincare,SKU2188,2023-03-23,2023-04-16,68.16059800520338,0.896587291466536,53,2935.4558294529934,Male,80,22,87,9,Carrier C,8.957954695395166,Supplier 3,Kolkata,832,6,63.14946147326056,Pending,2.6315549539098906,Rail,Route B,823.2705930404978,False,24,2
haircare,SKU2189,2024-05-20,2024-06-15,15.819127622791196,0.8834457637673843,20,9692.8607983339,Unknown,16,24,47,8,Carrier A,1.3298207175242118,Supplier 3,Mumbai,339,7,85.20074728556227,Fail,3.9627077067628895,Sea,Route C,110.24144125300288,True,26,2
cosmetics,SKU2190,2024-06-23,2024-06-26,76.64320848399825,0.965106941220464,94,8932.187343838043,Male,52,4,86,3,Carrier A,8.164035704626743,Supplier 1,Chennai,901,15,28.286852558417355,Pass,2.737353473882977,Rail,Route C,279.5745274791254,True,3,-1
cosmetics,SKU2191,2024-12-03,2024-12-10,54.56649486650498,1.0,91,5713.209495320659,Non-binary,50,9,50,7,Carrier C,8.20205518257076,Supplier 5,Mumbai,380,29,15.65065153125328,Fail,0.2590903065008786,Road,Route A,468.5513735213767,True,7,-2
skincare,SKU2192,2024-01-03,2024-02-03,11.38239130975396,0.879241210201187,65,1457.2384480446178,Non-binary,78,29,31,8,Carrier C,2.6276159356803266,Supplier 5,Bangalore,304,28,52.31691169454542,Pass,2.192678602881149,Air,Route C,726.385729892535,False,31,2
skincare,SKU2193,2024-08-10,2024-08-22,91.97712622398896,0.9309341383879384,82,9001.271854895465,Male,41,17,22,5,Carrier C,5.14656347459161,Supplier 3,Bangalore,713,21,25.271633292612428,Pending,3.218561765419876,Air,Route A,339.615220611699,True,12,-5
haircare,SKU2194,2024-09-18,2024-10-05,7.935601806890206,0.9281349455043392,48,1873.5576555031705,Male,96,14,20,5,Carrier A,6.264371513409275,Supplier 1,Kolkata,110,9,60.459655255434285,Fail,4.41716651506151,Sea,Route A,680.1084613769438,False,17,3
haircare,SKU2195,2024-01-26,2024-02-11,20.066871877577366,0.8541424803897231,89,4092.2360934788894,Male,13,21,21,6,Carrier C,8.113779492637018,Supplier 1,Kolkata,134,23,43.90221627527144,Pending,2.827519025451304,Air,Route C,725.1511886160308,True,16,-5
haircare,SKU2196,2023-05-16,2023-06-17,69.15403261515027,0.8876425616832737,40,7577.3802013112545,Non-binary,96,29,23,5,Carrier B,2.856003006982026,Supplier 1,Chennai,759,13,39.30344102203951,Pass,2.455175224495597,Sea,Route C,269.2646746688894,False,32,3
cosmetics,SKU2197,2024-06-07,2024-06-23,85.051838619345,0.759477039559686,78,6400.259820111045,Non-binary,67,16,29,8,Carrier B,2.1891161090099223,Supplier 2,Chennai,913,13,9.657989307937006,Pending,0.0656504523868427,Road,Route B,464.0422699771765,True,16,0
haircare,SKU2198,2023-09-10,2023-10-07,75.22317952755203,0.858609323449248,52,7323.725252752004,Non-binary,52,22,77,5,Carrier B,3.997459300347879,Supplier 1,Delhi,278,29,20.30138734841657,Pending,1.5036065665666285,Rail,Route C,172.30218301370212,False,27,5
